transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000000,card_00136,2026-01-09T05:21:40Z,24.73,online_retail,DE,False,False
txn_0000001,card_00284,2026-01-28T02:22:28Z,76.85,pharmacy,IN,False,False
txn_0000002,card_00547,2026-01-13T04:45:13Z,74.17,travel,US,False,False
txn_0000003,card_00681,2026-01-18T13:14:19Z,103.14,utilities,SG,True,False
txn_0000004,card_00498,2026-01-08T06:43:35Z,66.51,electronics,GB,False,False
txn_0000005,card_00776,2026-01-06T19:51:12Z,423.78,pharmacy,US,False,False
txn_0000006,card_00192,2026-01-01T05:22:28Z,114.68,grocery,US,True,False
txn_0000007,card_00508,2026-01-06T10:09:43Z,103.86,online_retail,SG,False,False
txn_0000008,card_00355,2026-01-28T14:16:41Z,170.85,pharmacy,GB,False,False
txn_0000009,card_00660,2026-01-26T02:54:51Z,73.24,restaurant,US,False,True
txn_0000010,card_00081,2026-01-25T04:33:28Z,18.37,fuel,SG,True,False
txn_0000011,card_00781,2026-01-20T10:19:27Z,210.2,pharmacy,AE,True,True
txn_0000012,card_00809,2026-01-15T09:46:46Z,73.45,entertainment,US,True,False
txn_0000013,card_00715,2026-01-21T01:07:50Z,71.84,pharmacy,SG,True,False
txn_0000014,card_00493,2026-01-29T01:48:32Z,45.19,travel,GB,False,False
txn_0000015,card_00209,2026-01-13T11:45:10Z,20.17,entertainment,SG,False,False
txn_0000016,card_00585,2026-01-11T23:16:18Z,31.49,travel,GB,False,False
txn_0000017,card_00347,2026-01-14T05:42:37Z,108.75,pharmacy,DE,False,False
txn_0000018,card_00610,2026-01-10T12:46:33Z,251.34,utilities,AE,True,False
txn_0000019,card_00715,2026-01-18T09:15:51Z,64.34,online_retail,GB,False,False
txn_0000020,card_00014,2026-01-13T12:28:07Z,48.73,travel,IN,True,False
txn_0000021,card_00270,2026-01-05T16:10:26Z,26.78,electronics,GB,False,False
txn_0000022,card_00128,2026-01-18T07:41:00Z,19.71,grocery,DE,True,False
txn_0000023,card_00747,2026-01-26T07:17:45Z,68.31,electronics,US,False,False
txn_0000024,card_00177,2026-01-30T10:48:11Z,242.2,online_retail,AE,False,False
txn_0000025,card_00332,2026-01-27T14:48:35Z,72.22,restaurant,IN,False,False
txn_0000026,card_00366,2026-01-27T16:46:15Z,338.97,atm_withdrawal,AE,True,False
txn_0000027,card_00093,2026-01-15T18:25:59Z,112.37,pharmacy,US,True,False
txn_0000028,card_00015,2026-01-27T14:28:25Z,381.35,pharmacy,AE,True,False
txn_0000029,card_00317,2026-01-06T10:59:24Z,121.49,electronics,SG,True,False
txn_0000030,card_00366,2026-01-15T04:39:00Z,55.48,pharmacy,IN,True,False
txn_0000031,card_00213,2026-01-09T18:19:51Z,22.05,travel,SG,False,False
txn_0000032,card_00019,2026-01-09T11:03:50Z,16.16,online_retail,GB,False,False
txn_0000033,card_00558,2026-01-11T12:44:06Z,39.49,travel,GB,True,False
txn_0000034,card_00788,2026-01-27T17:13:23Z,52.44,online_retail,SG,True,False
txn_0000035,card_00894,2026-01-08T21:34:25Z,662.32,pharmacy,US,True,False
txn_0000036,card_00244,2026-01-25T05:42:19Z,522.02,pharmacy,IN,False,True
txn_0000037,card_00446,2026-01-21T07:13:08Z,209.84,atm_withdrawal,GB,True,False
txn_0000038,card_00115,2026-01-15T04:02:05Z,17.46,utilities,AE,False,False
txn_0000039,card_00423,2026-01-24T05:47:53Z,22.3,grocery,GB,False,False
txn_0000040,card_00839,2026-01-11T03:45:57Z,306.02,fuel,DE,True,True
txn_0000041,card_00677,2026-01-29T15:46:03Z,15.29,travel,GB,True,False
txn_0000042,card_00306,2026-01-23T13:31:40Z,641.65,atm_withdrawal,SG,True,False
txn_0000043,card_00003,2026-01-19T00:11:13Z,11.17,online_retail,US,False,False
txn_0000044,card_00334,2026-01-22T05:09:59Z,32.36,fuel,US,True,False
txn_0000045,card_00397,2026-01-05T08:46:11Z,25.81,entertainment,AE,False,False
txn_0000046,card_00761,2026-01-27T15:17:24Z,67.66,utilities,DE,True,False
txn_0000047,card_00254,2026-01-28T23:18:43Z,125.82,travel,US,True,False
txn_0000048,card_00507,2026-01-08T02:33:33Z,448.86,electronics,US,True,False
txn_0000049,card_00433,2026-01-24T19:07:06Z,29.56,atm_withdrawal,DE,True,False
txn_0000050,card_00429,2026-01-02T23:11:20Z,88.86,atm_withdrawal,DE,True,False
txn_0000051,card_00069,2026-01-25T22:43:40Z,1445.21,pharmacy,US,False,True
txn_0000052,card_00801,2026-01-10T05:09:30Z,20.81,electronics,GB,True,False
txn_0000053,card_00649,2026-01-03T14:01:24Z,22.62,restaurant,AE,True,False
txn_0000054,card_00659,2026-01-24T16:47:52Z,443.56,atm_withdrawal,AE,False,False
txn_0000055,card_00234,2026-01-28T01:04:55Z,53.66,pharmacy,US,True,False
txn_0000056,card_00248,2026-01-20T15:48:57Z,94.04,restaurant,DE,True,False
txn_0000057,card_00697,2026-01-01T03:54:28Z,226.78,entertainment,DE,False,False
txn_0000058,card_00290,2026-01-22T13:54:34Z,17.23,entertainment,SG,True,False
txn_0000059,card_00135,2026-01-30T03:18:12Z,158.4,entertainment,DE,False,False
txn_0000060,card_00458,2026-01-05T15:30:49Z,670.49,online_retail,SG,False,False
txn_0000061,card_00204,2026-01-08T19:58:05Z,59.49,utilities,GB,False,False
txn_0000062,card_00691,2026-01-17T09:38:53Z,28.51,utilities,AE,False,False
txn_0000063,card_00184,2026-01-15T00:41:38Z,22.37,grocery,DE,True,False
txn_0000064,card_00122,2026-01-24T01:38:40Z,36.62,entertainment,AE,True,False
txn_0000065,card_00629,2026-01-21T04:22:06Z,169.29,pharmacy,DE,True,False
txn_0000066,card_00136,2026-01-25T05:10:35Z,23.27,restaurant,SG,False,False
txn_0000067,card_00328,2026-01-06T21:21:40Z,75.56,online_retail,AE,True,False
txn_0000068,card_00205,2026-01-09T09:24:15Z,124.27,fuel,GB,False,False
txn_0000069,card_00714,2026-01-21T05:54:51Z,24.55,grocery,DE,False,False
txn_0000070,card_00452,2026-01-03T12:33:27Z,105.26,atm_withdrawal,AE,True,False
txn_0000071,card_00710,2026-01-15T06:06:22Z,113.54,restaurant,IN,False,False
txn_0000072,card_00569,2026-01-26T01:15:16Z,10.94,entertainment,IN,True,False
txn_0000073,card_00594,2026-01-24T18:06:57Z,50.42,fuel,US,True,False
txn_0000074,card_00015,2026-01-17T07:07:09Z,397.11,restaurant,AE,False,False
txn_0000075,card_00756,2026-01-24T18:37:19Z,32.28,travel,IN,False,False
txn_0000076,card_00069,2026-01-17T16:07:11Z,300.57,electronics,US,True,False
txn_0000077,card_00209,2026-01-13T00:57:41Z,20.1,grocery,IN,True,False
txn_0000078,card_00264,2026-01-22T17:34:47Z,86.51,travel,SG,True,False
txn_0000079,card_00116,2026-01-09T14:21:02Z,228.59,utilities,US,False,False
txn_0000080,card_00608,2026-01-27T03:02:10Z,525.9,utilities,SG,False,False
txn_0000081,card_00150,2026-01-27T09:36:56Z,35.56,entertainment,IN,False,False
txn_0000082,card_00593,2026-01-13T23:50:05Z,42.1,grocery,SG,True,False
txn_0000083,card_00497,2026-01-22T10:11:47Z,41.29,restaurant,GB,False,False
txn_0000084,card_00413,2026-01-15T12:26:03Z,84.03,online_retail,AE,True,False
txn_0000085,card_00559,2026-01-27T01:55:36Z,58.98,online_retail,IN,False,False
txn_0000086,card_00266,2026-01-08T02:44:42Z,300.7,utilities,SG,True,False
txn_0000087,card_00069,2026-01-16T13:35:46Z,20.46,electronics,IN,True,False
txn_0000088,card_00242,2026-01-17T01:20:46Z,43.54,grocery,IN,False,False
txn_0000089,card_00429,2026-01-08T13:39:36Z,100.5,entertainment,SG,False,False
txn_0000090,card_00539,2026-01-04T03:22:09Z,149.11,atm_withdrawal,AE,False,False
txn_0000091,card_00521,2026-01-20T11:34:05Z,228.84,online_retail,AE,True,False
txn_0000092,card_00695,2026-01-19T07:54:35Z,211.91,utilities,SG,True,False
txn_0000093,card_00168,2026-01-30T07:05:00Z,40.23,travel,AE,False,False
txn_0000094,card_00187,2026-01-08T13:02:54Z,36.86,atm_withdrawal,GB,False,False
txn_0000095,card_00745,2026-01-29T04:04:33Z,22.73,electronics,DE,True,False
txn_0000096,card_00205,2026-01-09T07:05:52Z,257.56,entertainment,SG,True,False
txn_0000097,card_00451,2026-01-11T03:32:53Z,12.08,utilities,SG,False,False
txn_0000098,card_00496,2026-01-27T19:44:15Z,82.43,online_retail,US,True,False
txn_0000099,card_00285,2026-01-12T13:13:21Z,107.59,restaurant,SG,True,False
txn_0000100,card_00193,2026-01-09T21:09:49Z,103.9,travel,DE,False,False
txn_0000101,card_00302,2026-01-07T03:38:01Z,9.8,utilities,AE,False,False
txn_0000102,card_00252,2026-01-02T15:16:48Z,65.46,travel,GB,True,False
txn_0000103,card_00238,2026-01-28T05:54:10Z,26.56,pharmacy,AE,False,False
txn_0000104,card_00104,2026-01-20T01:02:26Z,298.83,grocery,IN,True,True
txn_0000105,card_00113,2026-01-09T19:36:36Z,47.88,pharmacy,US,True,False
txn_0000106,card_00589,2026-01-17T15:13:24Z,119.84,electronics,IN,False,False
txn_0000107,card_00487,2026-01-02T01:18:29Z,122.04,atm_withdrawal,IN,False,False
txn_0000108,card_00766,2026-01-24T05:45:33Z,301.99,grocery,DE,False,False
txn_0000109,card_00639,2026-01-18T22:22:57Z,408.75,electronics,SG,False,False
txn_0000110,card_00539,2026-01-28T11:49:04Z,14.73,atm_withdrawal,AE,False,False
txn_0000111,card_00155,2026-01-29T04:40:07Z,18.81,fuel,US,False,False
txn_0000112,card_00646,2026-01-08T18:08:37Z,163.11,utilities,SG,True,False
txn_0000113,card_00104,2026-01-28T22:00:43Z,1986.56,electronics,IN,True,False
txn_0000114,card_00114,2026-01-15T21:31:52Z,42.38,restaurant,DE,True,False
txn_0000115,card_00057,2026-01-12T09:30:50Z,79.26,electronics,DE,True,False
txn_0000116,card_00234,2026-01-18T06:39:25Z,18.09,travel,US,False,False
txn_0000117,card_00150,2026-01-04T05:23:23Z,203.39,utilities,IN,True,False
txn_0000118,card_00101,2026-01-23T17:58:12Z,84.06,entertainment,AE,False,False
txn_0000119,card_00440,2026-01-26T15:21:10Z,169.14,online_retail,DE,True,False
txn_0000120,card_00001,2026-01-17T11:02:00Z,920.88,online_retail,SG,False,False
txn_0000121,card_00130,2026-01-09T14:05:28Z,68.04,fuel,SG,False,False
txn_0000122,card_00551,2026-01-05T20:28:33Z,95.01,atm_withdrawal,IN,True,False
txn_0000123,card_00139,2026-01-12T00:00:39Z,50.53,travel,GB,True,False
txn_0000124,card_00473,2026-01-09T20:07:57Z,518.52,grocery,IN,True,False
txn_0000125,card_00637,2026-01-28T22:43:48Z,136.91,entertainment,GB,True,False
txn_0000126,card_00683,2026-01-09T13:56:56Z,72.93,utilities,AE,False,False
txn_0000127,card_00129,2026-01-29T20:11:44Z,165.55,entertainment,AE,True,False
txn_0000128,card_00735,2026-01-25T21:32:22Z,143.59,atm_withdrawal,US,False,False
txn_0000129,card_00430,2026-01-24T03:57:46Z,15.25,pharmacy,DE,True,False
txn_0000130,card_00006,2026-01-07T23:56:36Z,10.75,pharmacy,AE,True,False
txn_0000131,card_00412,2026-01-12T03:37:44Z,32.06,fuel,US,False,False
txn_0000132,card_00399,2026-01-19T14:31:14Z,176.18,atm_withdrawal,GB,True,True
txn_0000133,card_00553,2026-01-13T04:34:50Z,135.1,grocery,DE,False,False
txn_0000134,card_00009,2026-01-29T04:43:30Z,61.97,electronics,US,True,False
txn_0000135,card_00117,2026-01-09T23:00:50Z,33.51,pharmacy,DE,True,False
txn_0000136,card_00631,2026-01-18T02:00:41Z,41.9,online_retail,US,True,False
txn_0000137,card_00074,2026-01-14T17:00:37Z,104.23,entertainment,GB,True,False
txn_0000138,card_00280,2026-01-30T01:08:03Z,28.86,entertainment,DE,True,False
txn_0000139,card_00050,2026-01-17T18:20:19Z,157.4,fuel,US,True,False
txn_0000140,card_00522,2026-01-14T09:52:09Z,24.73,travel,US,False,False
txn_0000141,card_00619,2026-01-28T14:18:27Z,59.44,pharmacy,DE,True,False
txn_0000142,card_00741,2026-01-03T06:35:10Z,45.54,travel,IN,True,False
txn_0000143,card_00896,2026-01-13T22:09:39Z,864.5,travel,US,True,False
txn_0000144,card_00700,2026-01-03T15:47:23Z,25.85,online_retail,DE,True,False
txn_0000145,card_00395,2026-01-30T14:31:31Z,216.51,travel,GB,True,False
txn_0000146,card_00623,2026-01-17T04:57:17Z,33.69,grocery,IN,False,False
txn_0000147,card_00797,2026-01-19T08:34:02Z,877.46,atm_withdrawal,GB,True,True
txn_0000148,card_00771,2026-01-12T05:59:00Z,18.26,entertainment,GB,True,False
txn_0000149,card_00359,2026-01-14T23:59:06Z,25.37,atm_withdrawal,SG,True,False
txn_0000150,card_00882,2026-01-29T14:38:59Z,55.89,restaurant,IN,False,False
txn_0000151,card_00291,2026-01-18T13:17:44Z,35.18,travel,GB,False,False
txn_0000152,card_00195,2026-01-06T08:48:28Z,210.26,pharmacy,IN,False,False
txn_0000153,card_00517,2026-01-03T13:08:40Z,43.95,utilities,US,True,False
txn_0000154,card_00076,2026-01-18T21:56:21Z,62.11,electronics,SG,False,False
txn_0000155,card_00211,2026-01-28T21:29:24Z,141.11,fuel,SG,True,False
txn_0000156,card_00671,2026-01-11T20:32:24Z,275.51,atm_withdrawal,US,True,False
txn_0000157,card_00088,2026-01-04T03:22:34Z,94.45,grocery,IN,False,False
txn_0000158,card_00053,2026-01-09T23:58:43Z,11.96,restaurant,US,True,False
txn_0000159,card_00826,2026-01-14T23:36:21Z,32.38,travel,GB,True,False
txn_0000160,card_00378,2026-01-08T10:57:01Z,33.17,restaurant,US,False,False
txn_0000161,card_00131,2026-01-27T20:45:02Z,78.52,travel,US,True,False
txn_0000162,card_00843,2026-01-04T11:22:31Z,54.33,grocery,IN,True,False
txn_0000163,card_00407,2026-01-14T04:47:13Z,7.51,grocery,US,False,False
txn_0000164,card_00417,2026-01-13T09:23:54Z,32.62,pharmacy,AE,False,False
txn_0000165,card_00577,2026-01-29T18:17:44Z,133.97,entertainment,SG,True,False
txn_0000166,card_00240,2026-01-14T14:27:36Z,190.07,restaurant,IN,False,False
txn_0000167,card_00694,2026-01-16T01:14:19Z,130.73,restaurant,SG,False,False
txn_0000168,card_00373,2026-01-08T03:48:00Z,202.01,fuel,DE,True,False
txn_0000169,card_00469,2026-01-04T11:41:59Z,39.76,fuel,GB,True,False
txn_0000170,card_00496,2026-01-14T01:44:17Z,58.55,fuel,GB,True,False
txn_0000171,card_00733,2026-01-18T17:42:23Z,70.46,fuel,IN,True,False
txn_0000172,card_00189,2026-01-28T00:59:35Z,201.36,online_retail,AE,False,False
txn_0000173,card_00025,2026-01-01T08:48:00Z,195.48,entertainment,IN,False,False
txn_0000174,card_00144,2026-01-30T17:25:37Z,51.03,online_retail,GB,True,False
txn_0000175,card_00041,2026-01-03T06:35:02Z,303.44,entertainment,AE,False,False
txn_0000176,card_00270,2026-01-06T03:14:05Z,68.5,entertainment,US,True,False
txn_0000177,card_00857,2026-01-20T12:33:12Z,60.19,entertainment,US,True,False
txn_0000178,card_00089,2026-01-12T23:04:53Z,39.58,pharmacy,IN,True,False
txn_0000179,card_00786,2026-01-29T12:28:50Z,62.15,pharmacy,GB,False,False
txn_0000180,card_00228,2026-01-16T05:53:46Z,39.85,atm_withdrawal,US,False,False
txn_0000181,card_00847,2026-01-10T13:17:27Z,102.48,grocery,US,False,False
txn_0000182,card_00247,2026-01-26T17:59:38Z,64.51,utilities,DE,True,False
txn_0000183,card_00491,2026-01-30T19:41:00Z,50.18,fuel,AE,True,False
txn_0000184,card_00872,2026-01-05T08:34:35Z,95.33,online_retail,GB,False,False
txn_0000185,card_00418,2026-01-11T18:43:12Z,39.21,electronics,DE,False,False
txn_0000186,card_00613,2026-01-05T23:32:37Z,141.83,online_retail,DE,True,False
txn_0000187,card_00603,2026-01-28T08:12:34Z,42.24,atm_withdrawal,SG,False,False
txn_0000188,card_00116,2026-01-03T06:09:46Z,121.39,electronics,AE,True,False
txn_0000189,card_00547,2026-01-23T00:43:30Z,56.16,restaurant,SG,True,False
txn_0000190,card_00560,2026-01-09T11:05:30Z,66.09,atm_withdrawal,AE,True,False
txn_0000191,card_00424,2026-01-24T19:38:03Z,653.48,grocery,DE,False,False
txn_0000192,card_00382,2026-01-01T05:45:29Z,240.24,online_retail,US,False,False
txn_0000193,card_00184,2026-01-03T12:59:38Z,223.64,travel,IN,False,False
txn_0000194,card_00237,2026-01-25T14:35:29Z,208.45,pharmacy,DE,True,False
txn_0000195,card_00774,2026-01-24T11:37:31Z,5.65,online_retail,SG,False,False
txn_0000196,card_00900,2026-01-20T12:06:50Z,23.33,grocery,DE,False,False
txn_0000197,card_00270,2026-01-22T14:07:57Z,296.53,fuel,SG,False,False
txn_0000198,card_00423,2026-01-15T07:47:49Z,17.96,travel,GB,False,False
txn_0000199,card_00203,2026-01-15T10:51:41Z,87.45,atm_withdrawal,DE,True,False
txn_0000200,card_00609,2026-01-29T02:46:04Z,4.49,grocery,US,False,False
txn_0000201,card_00424,2026-01-30T09:24:41Z,12.54,travel,AE,True,False
txn_0000202,card_00169,2026-01-01T03:27:10Z,50.06,travel,AE,True,False
txn_0000203,card_00298,2026-01-12T17:50:24Z,24.43,entertainment,US,False,False
txn_0000204,card_00870,2026-01-10T00:41:19Z,49.49,utilities,IN,True,False
txn_0000205,card_00654,2026-01-02T02:55:34Z,43.5,entertainment,SG,False,False
txn_0000206,card_00524,2026-01-06T19:10:03Z,37.82,utilities,GB,True,False
txn_0000207,card_00644,2026-01-30T05:36:07Z,119.86,grocery,US,True,False
txn_0000208,card_00696,2026-01-06T06:16:13Z,26.67,online_retail,SG,True,False
txn_0000209,card_00859,2026-01-14T01:53:42Z,81.01,electronics,GB,False,False
txn_0000210,card_00211,2026-01-10T15:11:36Z,34.52,atm_withdrawal,GB,False,False
txn_0000211,card_00546,2026-01-13T10:16:05Z,14.48,fuel,DE,True,False
txn_0000212,card_00145,2026-01-21T18:52:44Z,22.15,pharmacy,US,True,False
txn_0000213,card_00072,2026-01-14T03:50:41Z,11.5,electronics,IN,False,False
txn_0000214,card_00506,2026-01-23T14:27:04Z,81.02,restaurant,AE,True,False
txn_0000215,card_00349,2026-01-12T00:09:15Z,476.63,utilities,GB,True,False
txn_0000216,card_00435,2026-01-02T05:57:12Z,28.07,grocery,GB,True,False
txn_0000217,card_00705,2026-01-30T19:31:34Z,32.26,electronics,IN,True,False
txn_0000218,card_00236,2026-01-13T03:32:29Z,22.92,travel,SG,True,False
txn_0000219,card_00734,2026-01-02T00:34:10Z,81.37,pharmacy,US,False,False
txn_0000220,card_00207,2026-01-12T03:14:07Z,50.72,restaurant,SG,True,False
txn_0000221,card_00144,2026-01-30T11:46:36Z,64.79,electronics,IN,False,False
txn_0000222,card_00088,2026-01-19T02:21:14Z,963.15,restaurant,AE,False,False
txn_0000223,card_00450,2026-01-09T16:46:25Z,93.67,pharmacy,AE,False,False
txn_0000224,card_00163,2026-01-13T22:33:29Z,58.13,grocery,AE,True,False
txn_0000225,card_00374,2026-01-14T23:16:48Z,123.48,entertainment,US,True,False
txn_0000226,card_00072,2026-01-10T07:15:04Z,29.33,online_retail,GB,True,False
txn_0000227,card_00108,2026-01-15T15:43:21Z,9.46,atm_withdrawal,AE,True,False
txn_0000228,card_00809,2026-01-12T19:55:50Z,279.03,fuel,AE,True,False
txn_0000229,card_00023,2026-01-30T07:52:10Z,47.09,utilities,SG,True,False
txn_0000230,card_00834,2026-01-15T15:43:23Z,22.71,restaurant,SG,True,False
txn_0000231,card_00077,2026-01-08T00:48:03Z,59.94,electronics,DE,False,False
txn_0000232,card_00410,2026-01-07T15:49:32Z,300.64,grocery,US,True,False
txn_0000233,card_00165,2026-01-09T11:50:52Z,72.76,utilities,AE,False,False
txn_0000234,card_00229,2026-01-19T04:08:14Z,55.55,fuel,AE,True,False
txn_0000235,card_00313,2026-01-18T20:21:39Z,69.12,fuel,US,True,False
txn_0000236,card_00748,2026-01-29T09:01:30Z,18.78,atm_withdrawal,IN,False,False
txn_0000237,card_00105,2026-01-13T22:59:02Z,71.12,restaurant,GB,False,False
txn_0000238,card_00127,2026-01-17T05:26:59Z,464.1,electronics,AE,False,False
txn_0000239,card_00145,2026-01-03T09:39:32Z,106.62,pharmacy,IN,True,False
txn_0000240,card_00094,2026-01-12T17:42:35Z,24.86,fuel,IN,False,False
txn_0000241,card_00421,2026-01-21T11:23:57Z,114.57,pharmacy,US,True,False
txn_0000242,card_00191,2026-01-07T16:50:44Z,6.71,utilities,US,True,False
txn_0000243,card_00494,2026-01-08T21:57:51Z,173.35,restaurant,DE,False,False
txn_0000244,card_00683,2026-01-07T00:11:27Z,52.59,utilities,US,True,False
txn_0000245,card_00664,2026-01-25T10:02:34Z,110.66,travel,IN,False,False
txn_0000246,card_00830,2026-01-17T17:27:13Z,149.44,utilities,SG,True,False
txn_0000247,card_00133,2026-01-09T10:02:11Z,46.09,entertainment,DE,True,False
txn_0000248,card_00209,2026-01-17T11:02:37Z,39.33,atm_withdrawal,DE,False,False
txn_0000249,card_00725,2026-01-05T01:03:24Z,136.32,online_retail,DE,True,False
txn_0000250,card_00580,2026-01-21T20:33:21Z,97.89,travel,IN,True,False
txn_0000251,card_00842,2026-01-09T12:22:58Z,199.76,fuel,IN,True,False
txn_0000252,card_00859,2026-01-09T20:47:12Z,9.92,utilities,DE,True,False
